taxonid,assessmentid,kingdom,phylum,class,order,family,genus,species,infrarank,infratype,subpopulation,friendly_name,taxonomic_authority,category,criteria,possibly_extinct,possibly_extinct_wild,assessmentdate,assessors,evaluators,contributors,facilitators
13653,117647375,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Monachus,monachus,,,,Monachus monachus,"(Hermann, 1779)",EN,C2a(i),FALSE,FALSE,16-Jul-15,"Karamanlidis, A. & Dendrinos, P.","Littnan, C. & Trillmich, F.","Fernandez de Larrinoa, P., Gücü, C., Kiraç, C., Paravas, V. & Pires, R.","Lowry, L., Ahonen, H., Chiozza, F., Battistoni, A. & Pollock, C.M."
15419,123790805,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,brevirostris,,,,Orcaella brevirostris,"(Owen in Gray, 1866)",EN,A2cd+3cd+4cd,FALSE,FALSE,30-Aug-17,"Minton, G., Smith, B.D., Braulik, G.T., Kreb, D., Sutaria, D. & Reeves, R.","Notarbartolo di Sciara, G., Taylor, B.L., Hammond, P.S. & Jefferson, T.A.",,"Lowry, L."
20425,123792572,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sousa,teuszii,,,,Sousa teuszii,"(Kükenthal, 1892)",CR,A3cd+4cd; C2a(i),FALSE,FALSE,24-Mar-17,"Collins, T., Braulik, G.T. & Perrin, W.","Taylor, B.L. & Reeves, R.",,
136315,123793740,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,heinsohni,,,,Orcaella heinsohni,"Beasley, Robertson &amp; Arnold, 2005",VU,A2cd+3cd+4cd; C2a(i),FALSE,FALSE,06-Jun-17,"Parra, G., Cagnazzi, D. & Beasley, I.","Bell, E.M., Double, M., Taylor, B.L. & Reeves, R.",,"Lowry, L."
82031425,123794774,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sousa,chinensis,,,,Sousa chinensis,"(Osbeck, 1765)",VU,A3cd+4cd,FALSE,FALSE,22-Jun-15,"Jefferson, T.A., Smith, B.D., Braulik, G.T. & Perrin, W.","Taylor, B.L. & Reeves, R.",,
41651,125236220,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,pennanti,,,,Martes pennanti,"(Erxleben, 1777)",LC,,FALSE,FALSE,03-Mar-15,"Helgen, K. & Reid, F.","Duckworth, J.W.",,
4159,128963283,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",LC,,FALSE,FALSE,22-Aug-17,"Crespo, E., Olavarria, C., Dellabianca, N., Iñíguez, M., Ridoux, V. & Reeves, R.","Taylor, B.L. & Pimper, L.",,"Lowry, L."
2475,130482064,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,Balaenoptera borealis,"Lesson, 1828",EN,A1abd,FALSE,FALSE,25-Jun-18,"Cooke, J.G.","Taylor, B.L., Brownell Jr., R.L., Clapham, P.J., Jackson, J., Reeves, R. & Zerbini, A.N.","Astudillo-Scalia, Y.","Lowry, L."
181359,144232542,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sotalia,guianensis,,,,Sotalia guianensis,"(Van Bénéden, 1864)",NT,A2d+3d+4d,FALSE,FALSE,12-Oct-17,"Secchi, E., Santos, M.C. de O. & Reeves, R.","Braulik, G.T., Crespo, E., Taylor, B.L. & Jefferson, T.A.",,"Lowry, L."
136623,144790120,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,omurai,,,,Balaenoptera omurai,"Wada, Oishi &amp; Yamada, 2003",DD,,FALSE,FALSE,27-Dec-17,"Cooke, J.G. & Brownell Jr., R.L.","Reeves, R. & Taylor, B.L.","Stanfield, M.","Lowry, L."
18596,145357488,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Pseudorca,crassidens,,,,Pseudorca crassidens,"(Owen, 1846)",NT,A2d,FALSE,FALSE,23-Jul-18,"Baird, R.W.","Reeves, R., Taylor, B.L. & Braulik, G.",,"Lowry, L."
70207409,147993366,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nivalis,,,,Mustela nivalis,"Linnaeus, 1766",LC,,FALSE,FALSE,02-May-15,"McDonald, R.A., Abramov, A.V., Stubbe, M., Herrero, J., Maran, T., Tikhonov, A., Cavallini, P., Kranz, A., Giannatos, G., Kry�tufek, B. & Reid, F.","Duckworth, J.W.","Wozencraft, C & Conroy, J.",
2477,156923585,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",EN,A1abd,FALSE,FALSE,16-Mar-18,"Cooke, J.G.","Brownell Jr., R.L., Jackson, J. & Reeves, R.","Astudillo-Scalia, Y.","Lowry, L."
20733,156927622,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,longirostris,,,,Stenella longirostris,"(Gray, 1828)",LC,,FALSE,FALSE,20-Feb-18,"Braulik, G. & Reeves, R.","Taylor, B.L. & Perrin, W.",,"Lowry, L."
22563,156932432,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,truncatus,,,,Tursiops truncatus,"(Montagu, 1821)",LC,,FALSE,FALSE,13-May-18,"Wells, R.S., Natoli, A. & Braulik, G.","Reeves, R. & Taylor, B.L.",,"Lowry, L."
6909,160756767,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",VU,A2bcd+4bcd,FALSE,FALSE,12-Jul-15,"Marsh, H. & Sobtzick, S.","Hodgson, A., Pilcher, N.J. & Kwan, D.",,
41755,160983555,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,macrocephalus,,,,Physeter macrocephalus,"Linnaeus, 1758",VU,A1d,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
1793,164575819,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,capensis,,,,Aonyx capensis,"(Schinz, 1821)",NT,A2cde+3cde,FALSE,FALSE,31-Jan-20,"Jacques, H., Reed-Smith, J. & Somers, M.J.","Hussain, S.A. & Duplaix, N.","Hoffmann, M.",
1794,164576337,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,congicus,,,,Aonyx congicus,"Lönnberg, 1910",NT,A3cde,FALSE,FALSE,31-Jan-20,"Jacques, H., Reed-Smith, J., Davenport, L. & Somers, M.J.","Hussain, S.A. & Duplaix, N.","Hoffmann, M.",
7750,164576728,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,,,,Enhydra lutris,"(Linnaeus, 1758)",EN,A2abe,FALSE,FALSE,21-Jan-20,"Doroff, A., Burdin, A. & Larson, S.","Hussain, S.A. & Duplaix, N.",,
12302,164577078,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,canadensis,,,,Lontra canadensis,"(Schreber, 1777)",LC,,FALSE,FALSE,09-Jan-20,"Serfass, T.","Hussain, S.A. & Duplaix, N.",,
12304,164577708,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,longicaudis,,,,Lontra longicaudis,"(Olfers, 1818)",NT,A3c,FALSE,FALSE,24-Jan-20,"Rheingantz, M.L., Rosas-Ribeiro, P., Gallo-Reynoso, J., Fonseca da Silva, V.C., Wallace, R., Utreras, V. & Hernández-Romero, P.","Hussain, S.A. & Duplaix, N.","Rodrigues, L., Latorre-Cardenas, M.C. & Santiago-Plata, V.",
12419,164578163,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,lutra,,,,Lutra lutra,"(Linnaeus, 1758)",NT,A2c,FALSE,FALSE,31-Jan-20,"Roos, A., Loy, A., Savage, M. & Kranz, A.","Hussain, S.A. & Duplaix, N.","Oleynikov, A. & Jamwal, P.S.","Basak, S."
12420,164578992,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Hydrictis,maculicollis,,,,Hydrictis maculicollis,"(Lichtenstein, 1835)",NT,A3cde,FALSE,FALSE,31-Jan-20,"Reed-Smith, J., Jacques, H. & Somers, M.J.","Hussain, S.A. & Duplaix, N.","Hoffmann, M.",
12421,164579488,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,sumatrana,,,,Lutra sumatrana,"(Gray, 1865)",EN,A2cde+3cde,FALSE,FALSE,05-Mar-20,"Sasaki, H., Aadrean, A., Kanchanasaka, B., Reza Lubis, I. & Basak, S.","Hussain, S.A. & Duplaix, N.",,
12427,164579961,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutrogale,perspicillata,,,,Lutrogale perspicillata,"(I. Geoffroy Saint-Hilaire, 1826)",VU,A2cde+3cde,FALSE,FALSE,21-Jan-20,"Khoo, M., Basak, S., Sivasothi, N., de Silva, P.K. & Reza Lubis, I.","Hussain, S.A. & Duplaix, N.",,"Basak, S."
18711,164580466,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Pteronura,brasiliensis,,,,Pteronura brasiliensis,"(Gmelin, 1788)",EN,A2cde+3ce,FALSE,FALSE,07-Mar-20,"Groenendijk, J., Marmontel, M., Van Damme, P., Schenck, C., Schenck, C. & Wallace, R.","Hussain, S.A. & Duplaix, N.","Boher, S., Botello, J.C., Buschiazzo, M., Calvimontes, J., Cartes, J.L., Davenport, L., De Thoisy, B., Evangelista, E., Gil, G., Leuchtenberger, C., Moraes Tomas, W., Munis, M., Pickles, R.S., Quadros, J., Rheingantz, M.L., Ribas, C., Trujillo, F., Utrera",
44166,164580923,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",VU,A2cde+3cde,FALSE,FALSE,19-Feb-20,"Wright, L., de Silva, P.K., Chan, B.P.L., Reza Lubis, I. & Basak, S.","Hussain, S.A. & Duplaix, N.",,
11146,175604493,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lagenorhynchus,obscurus,,,,Lagenorhynchus obscurus,"(Gray, 1828)",LC,,FALSE,FALSE,16-Aug-18,"Alafaro-Shiguieto, J., Crespo, E., Elwen, S., Lundquist, D. & Mangel, J.","Reeves, R. & Braulik, G.",,"Lowry, L."
41712,178589687,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,glacialis,,,,Eubalaena glacialis,"(Müller, 1776)",CR,C2a(ii),FALSE,FALSE,01-Jan-20,"Cooke, J.G.","Corkeron, P., Reeves, R. & Taylor, B.L.",,"Lowry, L."
178756893,178756918,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,minimus,,,,Berardius minimus,"Yamada, Kitamura &amp; Matsuishi, 2019",NT,A4b,FALSE,FALSE,23-Aug-20,"Brownell Jr., R.L.","Taylor, B.L. & Reeves, R.",,"Braulik, G."
20738,178929751,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Steno,bredanensis,,,,Steno bredanensis,"(Lesson, 1828)",LC,,FALSE,FALSE,30-Aug-18,"Kiszka, J., Baird, R. & Braulik, G.","Reeves, R.","Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Lowry, L."
127826787,182525770,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,hotaula,,,,Mesoplodon hotaula,"Deraniyagala, 1963",DD,,FALSE,FALSE,23-Aug-20,"Pitman, R.L. & Brownell Jr., R.L.","Reeves, R. & Taylor, B.L.",,"Braulik, G."
2762,197190014,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,arnuxii,,,,Berardius arnuxii,"Duvernoy, 1851",LC,,FALSE,FALSE,23-Aug-20,"Brownell Jr., R.L. & Taylor, B.L.","Pitman, R.L. & Cipriano, F.",,"Braulik, G."
17028,214541137,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,sinus,,,,Phocoena sinus,"Norris &amp; McFarland, 1958",CR,A2a; C1+2a(ii); D; E,FALSE,FALSE,02-Mar-22,"Rojas-Bracho, L., Taylor, B.L. & Jaramillo-Legorreta, A.","Reeves, R.",,"Braulik, G."
